Tweet,HS,Abusive,Char_Length,Casefolding,Stopwords,Char_Length_Prep
USER Membohongi RAKYAT ada harga mahal yg harus dibayar. USER saatnya anda mempersiapkan diri menghadapi seluruh kasus2 korupsi dari solo hingga DKI. ; Anda sangat tak layak jadi Presiden RI ; #2019GantiPresiden,1,0,254, membohongi rakyat ada harga mahal yg harus dibayar saatnya anda mempersiapkan diri menghadapi seluruh kasus2 korupsi dari solo hingga dki anda sangat tak layak jadi presiden ri 2019gantipresiden,membohongi rakyat harga mahal dibayar menghadapi korupsi solo daerah khusus ibukota layak presiden ri 2019 ganti presiden,121
USER ganti aja ama prabowo.. kelasnya cuman dubes,1,0,46, ganti aja ama prabowo kelasnya cuman dubes,ganti prabowo kelasnya duta,27
dan pak USER bilang ini pencitraan URL,1,0,72,dan pak bilang ini pencitraan url,bilang pencitraan,17
"Apakah Allah SWT datang menolong, Bang Fahri. jika tidak, berhenti solat, tak ada gunanya",1,0,176,apakah allah swt datang menolong bang fahri jika tidak berhenti solat tak ada gunanya,allah subhanahu wa taala menolong bang fahri berhenti salat gunanya,67
"USER USER Bicara komentar gampang menggunakan bahasa seolah anda tahu sok pintar menilai, Anis bisa jadi gubernur klo gak isu sara susah menang ,orang bijak TDK meng olok olok",1,0,53, bicara komentar gampang menggunakan bahasa seolah anda tahu sok pintar menilai anis bisa jadi gubernur klo gak isu sara susah menang orang bijak tdk meng olok olok,bicara komentar gampang bahasa sok pintar menilai anis gubernur isu sara susah menang orang bijak meng olok olok,112
Jayalah korupsi keinginan USER utk bubarkan USER semacam akan terwujud URL,1,0,190,jayalah korupsi keinginan utk bubarkan semacam akan terwujud url,jayalah korupsi bubarkan terwujud,33
USER Laki-Laki hebat untuk #2019GantiPresiden ????,1,0,21, laki laki hebat untuk 2019gantipresiden ,laki laki hebat 2019 ganti presiden,35
USER Mudah2an keluarga si gerung kena bom...',1,0,61, mudah2an keluarga si gerung kena bom ,mudah mudahan keluarga gerung kena bom,38
USER siapa bilang harga minyak dunia naik... kalau nga bisa jadi Dirut Pertamina mundur saja USER URL,1,0,107, siapa bilang harga minyak dunia naik kalau nga bisa jadi dirut pe amina mundur saja url,bilang harga minyak dunia direktur utama pe amina mundur,56
Muslim Indonesia lbh maju berhenti nyembah2 Allah SWT yg ngoceh: Aku jatuhkan ketakutan ke hati orang-2 kafir (8:12),1,0,256,muslim indonesia lbh maju berhenti nyembah2 allah swt yg ngoceh aku jatuhkan ketakutan ke hati orang 2 kafir 8 12 ,muslim indonesia maju berhenti menyembah nyembah allah subhanahu wa taala mengoceh jatuhkan ketakutan hati orang 2 kafir 8 12,125
"USER USER Asli ane ngakak smpe skt perut dan mau pipis ???????....ane paham maksud dan yg di definisikan oleh Rocky Gerung, kok org ini malah sok-sok an lapor2....?????? ceritanya sih mau bikin gebrakan supaya dibilang membela agama...tapi",1,0,109, asli ane ngakak smpe skt perut dan mau pipis ane paham maksud dan yg di definisikan oleh rocky gerung kok org ini malah sok sok an lapor2 ceritanya sih mau bikin gebrakan supaya dibilang membela agama tapi,asli tertawa perut pipis paham maksud definisikan rocky gerung orang sok sok an lapor lapor ceritanya bikin gebrakan dibilang membela agama,139
"Anda percaya Muhammad Nabi atau tidak, tuliskan argumentasi Anda ke Pak USER agar tak ada keraguan lagi",1,0,166,anda percaya muhammad nabi atau tidak tuliskan argumentasi anda ke pak agar tak ada keraguan lagi,percaya muhammad nabi tuliskan argumentasi keraguan,51
"Gak Perduli ; Reply-ku nyambung apa enggak, ; yg penting ; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPreside",1,0,234,gak perduli reply ku nyambung apa enggak yg penting 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipreside,peduli reply ku menyambung 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden,226
"Bro USER, ente sebut 'Kitab Suci' fiksi berarti semua agama bkn dari wahyu. Pernyataan spt ini mutlak scr harfiah dan filosofis melanggar keyakinan umat beragama, konstitusi dan norma agama, ente ini penista semua agama yg paling kotor! #AtheisDete",1,0,120,bro ente sebut kitab suci fiksi bera i semua agama bkn dari wahyu pernyataan spt ini mutlak scr harfiah dan filosofis melanggar keyakinan umat beragama konstitusi dan norma agama ente ini penista semua agama yg paling kotor atheisdete,bro kitab suci fiksi bera i agama wahyu pernyataan surat pemberitahuan tahunan mutlak harfiah filosofis melanggar keyakinan umat beragama konstitusi norma agama penista agama kotor ateis mati,191
USER USER Era SBY ada pembangunan di papua? Ada juga hambalang tuh... pembangunan pln mangkrak brp banyak?,1,0,101, era sby ada pembangunan di papua ada juga hambalang tuh pembangunan pln mangkrak brp banyak ,era susilo bambang yudhoyono pembangunan papua hambalang pembangunan perusahaan listrik negara mangkrak,103
Pengkhianatan PKI membunuh para Jendral PKI keblinger kata BungKarno.Bubarkan PKI Turunkan harga2 dan bubarkan kabinet Tritura.,1,0,138,pengkhianatan pki membunuh para jendral pki keblinger kata bungkarno bubarkan pki turunkan harga2 dan bubarkan kabinet tritura ,pengkhianatan partai komunis indonesia membunuh jenderal partai komunis indonesia keblinger karno bubarkan partai komunis indonesia turunkan harga harga bubarkan kabinet tritura,177
USER USER USER USER USER kenyataan bos. Kita mah nga suka bikin hoax seperti bani nya nabi ngAhok \xf0\x9f\x98\x8a',1,0,72, kenyataan bos kita mah nga suka bikin hoax sepe i bani nya nabi ngahok xf0 x9f x98 x8a ,kenyataan bos suka bikin hoaks sepe i bani nabi ahoker,54
Cina telah menguasai ekonomi dan media massa. Ayo usir dari Indonesia,1,0,133,cina telah menguasai ekonomi dan media massa ayo usir dari indonesia,cina menguasai ekonomi media massa ayo usir indonesia,53
RT USER yg banyak bicara itu USER trus yg bakar sekolah gimana?? URL,1,0,111, yg banyak bicara itu trus yg bakar sekolah gimana url,bicara bakar sekolah,20
Akun FB asma dewi pnyebar fitnah SARA pemilihan kepala daerahDKi dpenuhi foto brsama sjumlah politisi dantaranya anies sandi,1,0,139,akun fb asma dewi pnyebar fitnah sara pemilihan kepala daerahdki dpenuhi foto brsama sjumlah politisi dantaranya anies sandi,akun facebook asma dewi penyebar fitnah sara pemilihan kepala daerah jakarta dipenuhi foto politisi anies sandi,111
Usir Cina dari Indonesia,1,0,23,usir cina dari indonesia,usir cina indonesia,19
RT USER Rapopo jaga-jaga siapa tahu muncul pki perjuangan alias pki plus,1,0,146, rapopo jaga jaga siapa tahu muncul pki perjuangan alias pki plus,jaga jaga muncul partai komunis indonesia perjuangan alias partai komunis indonesia plus,88
USER Kupas tuntas gebuk habis antek antek komunis.,1,0,31, kupas tuntas gebuk habis antek antek komunis ,kupas tuntas gebuk habis antek antek komunis,44
Chirpified: Ekonomi Merosot Utang Bengkak BUMN Mau Dijual. Mundur aja pak jokowi,1,0,254,chirpified ekonomi merosot utang bengkak bumn mau dijual mundur aja pak jokowi,chirpified ekonomi merosot utang bengkak badan usaha milik negara dijual mundur jokowi,86
RT USER USER Klonjotan kegirangan ngeliat junjungan &amp; idola loe satu per satu dipanggil Polisi t Politic_ID KaPolri,1,0,179, klonjotan kegirangan ngeliat junjungan amp idola loe satu per satu dipanggil polisi t politic id kapolri,kelojotan kegirangan junjungan amp idola dipanggil polisi t politic id kepala kepolisian republik indonesia,107
Jgn pro asing gitu dong pak jok URL,1,0,154,jgn pro asing gitu dong pak jok url,pro asing jok,13
RT USER USER Ini mah pasti salah 1 anggota HTI yg sakit hati krn ormas nya di bubarkan &amp; ga bisa maju,1,0,30, ini mah pasti salah 1 anggota hti yg sakit hati krn ormas nya di bubarkan amp ga bisa maju,salah 1 anggota hati sakit hati organisasi masyarakat bubarkan amp maju,71
Hebat kok dipenjara dipenjaranya dijaman USER pula URL,1,0,73,hebat kok dipenjara dipenjaranya dijaman pula url,hebat penjara penjaranya zaman,30
USER USER USER USER USER Syp dluu donk ASENG dibelakangnya \xf0\x9f\x98\x81',1,0,126, syp dluu donk aseng dibelakangnya xf0 x9f x98 x81 ,asing dibelakangnya,19
"USER ht dari perindo udah mmpraktekkannya tuh.. ke msjid2, ke psantren2.; ; huuuft... kabuuurr..; ; #2019GantiPresiden; #2019GantiPresiden",1,0,259, ht dari perindo udah mmpraktekkannya tuh ke msjid2 ke psantren2 huuuft kabuuurr 2019gantipresiden 2019gantipresiden,hati partai persatuan indonesia mempraktikannya masjid masjid pesantren pesantren huuuft kabuuurr 2019 ganti presiden 2019 ganti presiden,137
Teroris Budha (Govt) mengerahkan CyberArmy. Bikin Hoax &amp; meretas akun-akun Pro-Rohingya!,1,0,60,teroris budha govt mengerahkan cyberarmy bikin hoax amp meretas akun akun pro rohingya ,teroris buddha pemerintah mengerahkan cyber army bikin hoaks amp meretas akun akun pro rohingya,95
"Kl sy gk betah Bg, makanya sy dr Kmren Mnta Desak MPR sidang Istimewa Turunkan Jokowi JK",1,0,255,kl sy gk betah bg makanya sy dr kmren mnta desak mpr sidang istimewa turunkan jokowi jk,betah kemarin desak majelis permusyawaratan rakyat sidang istimewa turunkan jokowi,82
"Teriak ""bubarkan PKI"" itu bagai orang yang pulsa listrik rumahnya habis tetapi malah mengutuk semua orang karena ketidaktahuannya sendiri",1,0,83,teriak bubarkan pki itu bagai orang yang pulsa listrik rumahnya habis tetapi malah mengutuk semua orang karena ketidaktahuannya sendiri,teriak bubarkan partai komunis indonesia orang pulsa listrik rumahnya habis mengutuk orang ketidaktahuannya,107
"Iya, TNI AD emang nafsu banget pengen ikutan di pemerintahan, doktrin kekaryaan. Makanya dia dukung Soekarno bubarkan Parlemen dgn Dekrit",1,0,64,iya tni ad emang nafsu banget pengen ikutan di pemerintahan doktrin kekaryaan makanya dia dukung soekarno bubarkan parlemen dgn dekrit,iya tentara nasional indonesia nafsu banget ikutan pemerintahan doktrin kekaryaan dukung soekarno bubarkan parlemen dekrit,122
Bubarkan KPK perkuat lemabaga negara sistem politik,1,0,261,bubarkan kpk perkuat lemabaga negara sistem politik,bubarkan komisi pemberantasan korupsi perkuat lembaga negara sistem politik,75
"Ahok di lantik gubernur.... bukan anis, anis ga pantes jadi gubernur",1,0,37,ahok di lantik gubernur bukan anis anis ga pantes jadi gubernur,ahok lantik gubernur anis anis gubernur,39
USER USER Jadi ini ada plakat gitu isinya kerjasama antara polisi indonesia sama polisi tionghoa. Tapi menurut penjelasan polisinya itu mereka tolak karena harus ke mabes. Tapi liat fotonya malah udah kaya selametan gitu',1,0,162, jadi ini ada plakat gitu isinya kerjasama antara polisi indonesia sama polisi tionghoa tapi menurut penjelasan polisinya itu mereka tolak karena harus ke mabes tapi liat fotonya malah udah kaya selametan gitu ,plakat isinya kerja polisi indonesia polisi tionghoa penjelasan polisinya tolak markas lihat fotonya kayak selamatan,116
BELA IBU ASMA DEWI SEBAGAI BENTUK SOLIDARITAS ATAS KEKEJAMAN REZIM ANTI ISLAM . URL,1,0,27,bela ibu asma dewi sebagai bentuk solidaritas atas kekejaman rezim anti islam url,bela asma dewi bentuk solidaritas kekejaman rezim anti islam,60
"Hasil Akhir, Menyatakan USER Melindungi Ahok TERDAKWA PENISTA AGAMA !!!",1,0,12,hasil akhir menyatakan melindungi ahok terdakwa penista agama ,hasil melindungi ahok terdakwa penista agama,44
Cie..ada mau yang narik-narik Gatot Nurmantyo bersaing dgn Jokowi nih...gak pas lah TNI aktif loh..Kalau buat 2019 Prabowo mau ditinggalin?,1,0,23,cie ada mau yang narik narik gatot nurmantyo bersaing dgn jokowi nih gak pas lah tni aktif loh kalau buat 2019 prabowo mau ditinggalin ,menarik menarik gatot nurmantyo bersaing jokowi pas tentara nasional indonesia aktif 2019 prabowo ditinggalkan,110
USER rezim tukang nipu. hoax . anti kritik',1,0,256, rezim tukang nipu hoax anti kritik ,rezim tukang menipu hoaks anti kritik,37
Gimana menyelesaikan kasus impor alutsista brimob ini pak USER ? Kl gk mampu mending mundur ajalah pak URL,1,0,42,gimana menyelesaikan kasus impor alutsista brimob ini pak kl gk mampu mending mundur ajalah pak url,menyelesaikan impor alat utama sistem pertahanan brigade mobil mending mundur,77
Nama: Gatot Saptono a.l Al Khaththath Status: Tersangka Kasus: Pemufakatan Makar (dugaan) Pendukung Anies Sandi,1,0,169,nama gatot saptono a l al khaththath status tersangka kasus pemufakatan makar dugaan pendukung anies sandi,nama gatot saptono a l al khaththath status tersangka pemufakatan makar dugaan pendukung anies sandi,100
Yeeee...; Indonesia hebat.; Indonesia dibanjiri Tenaga Kerja Asing.; ; Pk Jokowi Kren deh. Top banget. Kalau bisa Presiden Seumur Hidup.???; Ayo dukung Jokowi Balik Ke Solo; #2019GantiPresiden,1,0,140,yeeee indonesia hebat indonesia dibanjiri tenaga kerja asing pk jokowi kren deh top banget kalau bisa presiden seumur hidup ayo dukung jokowi balik ke solo 2019gantipresiden,iya indonesia hebat indonesia dibanjiri tenaga kerja asing jokowi keren deh top banget presiden seumur hidup ayo dukung jokowi solo 2019 ganti presiden,151
"Ayat apa yang dingajikan? Perintah perangi, bunuh, dan penggal kafir?",1,0,64,ayat apa yang dingajikan perintah perangi bunuh dan penggal kafir ,ayat dingajikan perintah perangi bunuh penggal kafir,52
"kenapa mesti diproyekkan ke asing?? katanya nasionalis, pancasilais....koq pilih asing. jangan-jangan antek asing nih.....",1,0,48,kenapa mesti diproyekkan ke asing katanya nasionalis pancasilais koq pilih asing jangan jangan antek asing nih ,mesti diproyekkan asing nasionalis pancasilais pilih asing antek asing,70
ternyata Tol ngutang ke Jepang... lewat 3% jokowi layak di makzulkan.. Turunkan Jokowi...,1,0,253,ternyata tol ngutang ke jepang lewat 3 jokowi layak di makzulkan turunkan jokowi ,tol berutang jepang 3 jokowi layak makzulkan turunkan jokowi,60
"KNP MENANG YA ANIES,SANDI? USER Hrs USUT KPU DKI,WALAU TELAT!DR AWAL SDH banyak YG G WAJAR!KAMPANYE,INTIMIDASI2!DLL",1,0,237,knp menang ya anies sandi hrs usut kpu dki walau telat dr awal sdh banyak yg g wajar kampanye intimidasi2 dll,menang anies sandi usut komisi pemelihan daerah khusus ibukota telat wajar kampanye intimidasi intimidasi,105
Kubu Prabowo Selalu Menilai Negatif Kebijakan Jokowi pemilihan presiden2019 URL,1,0,90,kubu prabowo selalu menilai negatif kebijakan jokowi pemilihan presiden2019 url,kubu prabowo menilai negatif kebijakan jokowi pemilihan presiden 2019,69
USER USER Lebay bener duda ini ya?,1,0,149, lebay bener duda ini ya ,lebay duda,10
Ohh iya yekan dulu pas ada acara di Tempo yang ngewakilin tim sukses Anies-Sandi kan si Indra J Piliang wkwkwk. Tukang narkoba,1,0,56,ohh iya yekan dulu pas ada acara di tempo yang ngewakilin tim sukses anies sandi kan si indra j piliang wkwkwk tukang narkoba,oh iya iyakan pas acara tempo mewakili tim sukses anies sandi indra j piliang tukang narkoba,92
"Anda salah menyebut keberserahdirian, Bapak Menteri Agama, itu ekspresi Tuhan Datang MELAYANI bukan minta di-sembah2",1,0,112,anda salah menyebut keberserahdirian bapak menteri agama itu ekspresi tuhan datang melayani bukan minta di sembah2,salah menyebut keberserahdirian menteri agama ekspresi tuhan melayani sembah sembah,83
Sudah tak bisa dipungkiri lagi rezim jokowi adalah rezim anti islam.,1,0,61,sudah tak bisa dipungkiri lagi rezim jokowi adalah rezim anti islam ,dipungkiri rezim jokowi rezim anti islam,40
RT USER USER namanya juga sandirawa para pecundang. Bubarkan ajah USER klo cma urus kasus ecek2 g brani urus BLBI RSSW dll,1,0,150, namanya juga sandirawa para pecundang bubarkan ajah klo cma urus kasus ecek2 g brani urus blbi rssw dll,namanya sandirawa pecundang bubarkan urus ecek ecek berani urus bantuan likuiditas bank indonesia rumah sakit sumber waras,122
kenapa orang orang sumbu pendek nggak protes ke Prabowo yang menolak adanya pemberian sumbangan terhadap orang-orang Rohingya ya,1,0,86,kenapa orang orang sumbu pendek nggak protes ke prabowo yang menolak adanya pemberian sumbangan terhadap orang orang rohingya ya,orang orang sumbu pendek protes prabowo menolak pemberian sumbangan orang orang rohingya,88
"TOLAK PERPPU TOLAK REZIM OTORITER, PERPPU PINTU MASUK LENGSERKAN JOKOWI",1,0,162,tolak perppu tolak rezim otoriter perppu pintu masuk lengserkan jokowi,tolak peraturan pemerintah pengganti undang undang tolak rezim otoriter peraturan pemerintah pengganti undang undang pintu masuk lengserkan jokowi,146
RT USER dibubarkan &amp; USER diusir ke Yordania,1,0,56, dibubarkan amp diusir ke yordania,dibubarkan amp diusir yordania,30
Tragedi 98 ternyata juga salahbsatu upaya komunis oleh prabowo,1,0,67,tragedi 98 ternyata juga salahbsatu upaya komunis oleh prabowo,tragedi 98 salah upaya komunis prabowo,38
Nah u tau sendiri jaman megawatu korupsi nya dikit jaman sby byk URL,1,0,49,nah u tau sendiri jaman megawatu korupsi nya dikit jaman sby byk url,tau jaman megawati korupsi jaman susilo bambang yudhoyono,57
"Bapak Prabowo yang ""TERHORMAT"" Haruskah anda tampil seperti orang yang cemburu dan kalah ?",1,0,51,bapak prabowo yang terhormat haruskah anda tampil sepe i orang yang cemburu dan kalah ,prabowo terhormat haruskah tampil sepe i orang cemburu kalah,60
RT USER kalau jokowi ga bs diingatkan... mundur aja jendral.. bantai doi th 2019 lewat pemilihan presiden,1,0,13, kalau jokowi ga bs diingatkan mundur aja jendral bantai doi th 2019 lewat pemilihan presiden,jokowi mundur jenderal bantai 2019 pemilihan presiden,53
USER Makin ngawur aja nih rezim..... Nanti jadi indochina dah nih negara',1,0,47, makin ngawur aja nih rezim nanti jadi indochina dah nih negara ,ngawur rezim indonesia cina negara,34
