,Tweet,HS,Abusive,Neutral
7458,jokowi pilih 2019 calon presiden bongkar pasang isi lobang congklak presiden coba coba pikir lurus amp negeri urus pilih 2019 jokowi 2019 jokowi jokowi kuat,0,0,1
7459,mas sehat amp e edan,0,1,0
7460,jablay modal usaha,1,1,0
7461,kaum 1 2 kafir radikal serang pusat pe ahanan umat islam kaum 1 2 kafir percaya otak junk food kapasitas zero waspada adu domba kaum 1 2 kafir,1,1,0
7462,pilih langsung sebut perlu whatsapp orang pe kali,0,0,1
7463,ikut garong ajar agama dasar fiksi,0,0,1
7464,mentil mentil goblok tolol bin bahlul onta kampret,1,1,0
7465,picek mata,1,1,0
7466,salah turun cebong kampret definisi komplot sebar hoaks koar koar mencret,1,1,0
7467,haru baca twit carpoolge14 pulang undi jantina bangsa agama satu selamat malaysia moga jalan pergi selamat god bless,0,0,1
7468,be ahun2 ejek cebong jokowi kodok partai komunis indonesia kafir dongok santai panik panggil kampret,1,1,0
7469,warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut be emu gubernur banten wahidin halim sabtu 21 4 seba baduy 2018 dw,0,0,1
7470,empu jemaah 1 6 triliun antek jokowi,1,0,0
7471,kuota searching monyet nyawa layang rezim orde kuota cari bokep biar otak balik kayak kampret bothnewyear baca buka wawas,1,1,0
7472,partai demokrasi indonesia juang ainya preman komunis maling racist koruptor tipu partai demokrasi indonesia juang kumpul orang orang amoral,1,1,0
7473,banget bego empok silvy and agus debat final pilih kepala daerah jakarta,1,1,0
7474,kepedean banget najis,0,1,0
7475,ampun syukur banget onta perhati banget,0,1,0
7476,partai komunis indonesia bunuh orang islam anti agama orang islam bantai partai komunis indonesia jihad bela partai komunis indonesia,1,0,0
7477,atuhlah nete goblok,1,1,0
7478,pilih cebong kiai cebong sep abu janda al kampret,1,1,0
7479,harap rizieq shihab pulang hadap hukum orang orang sawah taruh laut pecun dang berengsek jemput paksa kecuali polisi takut ikut,1,1,0
7480,yoongi teman bilang senyum suka gusi sipit,0,0,1
7481,pas bom surabaya kemarin ngepost positif dukung tentara nasional indonesia polisi republik indonesia kecam banget teroris lihat cewek cewek cadar kejar oppa oppa korea airpo wkwk cewek cadar fanatik banget penamp,0,0,1
7482,aksi drummer cilik aisya soraya zahra hadap ketua dasar kena pajak ai golkar airlangga a o menteri industri ketua ai golkar provinsi bengkulu rohidin mersyah plt gubernur,0,0,1
7483,galakin pribumi negeri teriak usang asing gongseng gilir hadap hadap langsung usang asing asing gongseng loyo,1,0,0
7484,partai komunis indonesia tumpas habis proyek lanjut umat islam amerika perang dingin musuh islam jahat balas tunggu neraka,0,0,1
7485,,0,0,1
7486,silit cok,0,1,0
7487,5 biasa rugi sehat rambut kulit kepala via,0,0,1
7488,spesial post for pigijo halo teman teman facebook yuk mampir tulis baru jelajah pelosok indonesia bahas pesona budaya,0,0,1
7489,sikap harap 65 papua lgbt hak hak sipil berani bilang partai komunis indonesia salah papua hak merdeka lgbt harga eksistensi amp hak hak hak sipil penuh orang bebas sikap gantung,0,0,1
7490,congor baginda paham a i depan dialog baginda paham fulus amp ngaceng,1,1,0
7491,oh iya 2015 bera i rata 1 2 rejim,0,0,1
7492,halo bu dokter persekusi muslim papua persekusi uji semester bal fh manado mayoritas modal minoritas uang negara satu republik indonesia mayoritas muslim persekusi minoritas cina kristen,0,0,1
7493,tolak negara islam indonesia berani bubar kua adil agama,1,0,0
7494,jokowi negara kuat umara perintah ulama jalan iring silaturahmi,0,0,1
7495,sobat salah satu lebih presiden ketat awas jokowi kembang proyek strategis nasional laksana lapang tuju proteksi tekan timpang sosial,0,0,1
7496,bom pe sekutu jatuh lin perang dunia ih bunuh satu gajah kebun binatang lin,0,0,1
7497,lihat tas istri jokowi kampung p,1,1,0
7498,gara gara mata wasit picek lihat bola kena raket salah sikap kevin,1,1,0
7499,tahu isu privatisasi air awas jaman pilih kepala daerah kicau media sosial serius,0,0,1
7500,he monyet b universitas brawijaya kampret wkwk,0,1,0
7501,onta tolong koleksi,0,0,1
7502,sumber waras trans jaka a jokowi diam kutil babi ahok ganyang,1,1,0
7503,nahdliyin satu hina ruf amin henti,0,0,1
7504,geografis iya sepak bola italia masuk negara sepak bola ekonomi maju belang eropa barat eropa timur identified negara negara bekas paham komunis,0,0,1
7505,dina ih anjir model merek ajsjsjsjaja,0,1,0
7506,perintah provinsi sumatera utara gencar laku sosialisasi sukses pilih kepala daerah serentak 2018,0,0,1
7507,budek tuli,0,1,0
7508,duduk rumah masak asing asing makan duduk rumah duduk asing nak adil negeri orang kisah,0,0,1
7509,warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut be emu gubernur banten wahidin halim sabtu 21 4 seba baduy 2018,0,0,1
7510,ganda campur campur tangan asing,0,0,1
7511,aduh sibuk iya celeng,1,1,0
7512,lapar mending jual jual otak goblok,0,1,0
7513,ketua ppp romahurmuziy silaturahmi diam ketua utama alkhairaat habib sayid saggaf muhammad al jufri romahurmuziy ppp10sempurna,0,0,1
7514,perek imajinasi liar long reply desah doang main memek langsung ikut,0,1,0
7515,hetifah tingkat sektor pariwisata kalimantan timur baca berita baru koran kalimantan timur baca koran kalimantan timur wisata kalimantan timur samarinda tenggarong balikpapan bontang rau,0,0,1
7516,hati wahabi mugkin layak bubar,1,0,0
7517,bijak pro asing le coba le buka syarat syarat investasi to indonesia republik rakyat cina klausul ikut tenaga kerja asing,0,0,1
7518,muslim tahan spesifik sebut kitab suci agama mana muslim muslim adu domba bawa bawa al qur an salam,0,0,1
7519,setan kutuk sedih banget,0,1,0
7520,tolong polisi republik indonesia periksa anies sandi libat saracen batal angkat sesuai hukum laku,1,0,0
7521,kampus foreigner pakai rok bawah pantat wkwk gantung dosen tentu pakai,0,0,1
7522,untung ahok nyungsep,1,0,0
7523,bego ikut rizieq korban pe undang undang md3 dasar dungu kaum sumbu pendek,1,1,0
7524,bank rumah realisasi,0,0,1
7525,berengsek sayang,0,1,0
7526,dapat kena tegak peti bh pasal isu tarikh pru dapat kecam federal dana nak boost ekonomi industri ong tranung patut negeri kayak nak,0,0,1
7527,bajing silvy debat final pilih kepala daerah jakarta,1,1,0
7528,haha bangsaaat apa moral begundal bajing abal abal,1,1,0
7529,asisten gubernur kepala emen bijak ekonomi moneter bi dody budi waluyo,0,0,1
7530,sedia rabu 11 04 08 00 indonesia barat periksa saksi lapor sidik unit terorisme direktorat reserse kriminal polisi daerah jawa timur duga noda agama sukmawati kendala periksa tunda esok,0,0,1
7531,gerombol butuh manusia tolol ikut,1,1,0
7532,saracen muslim cyber army panasbung cuci otak rinso isis grup onta habis akal otak dungu rakyat tipu,1,1,0
7533,laden ekor cebong kelayaban tuju,1,1,0
7534,ganti kotak kosong dil pilih 2019 ganti presiden,1,0,0
7535,dewan wakil rakyat kompak undang undang md3,0,0,1
7536,bisik allah allah allah allahu akbar allah allah hamba abdi insaf umar seret pinggir kota ikat tiang suruh orang korek mata zinnirah buta si,0,0,1
7537,ulama jabar dukung jokowi pilih presiden 2019,0,0,1
7538,panggil pelan pelan mbak cebong budek,1,1,0
7539,dukung napi ahok jokowi akal partai adil sejahtera kasihan umat cebong,1,1,0
7540,hukum dapat keras rindu rindu antek paman apes butuh terima hidup baru lambat laun terima hidup 37 3,0,0,1
7541,tolol,1,1,0
7542,ahok tumbang fakta bilang fitnah debat final pilih kepala daerah jakarta,1,0,0
7543,suku bangsa kecuali arab hijaz mesir praktik nama sepe i aksen aten mesopotamia sepe i awel marduk orang ibrani yahudi ishma el iya hanan etc,0,0,1
7544,fakta subprime gage dasar khawatir bi dampak pengaruh sistem tingkat sistem perban imbas ekonomi negara yunani,0,0,1
7545,nama panggil yasuko alas gendut mata sipit semangat pagi,0,0,1
7546,kader partai bangkit bangsa ikut pilih kepala daerah lupa daya produktivitas tanam kopi daerah sangkut program kerja kelak minum kopi indonesia,0,0,1
7547,ahok pantas nobat babi keprek,1,1,0
7548,ingat tradisi seba pendopo perintah kabupaten lebak lanjut be emu gubernur banten wahidin halim 21 4 seba baduy 2018,0,0,1
7549,hai kunyuk paham prabowo subianto calon presiden salah presiden play station pas calon presiden abadi,1,1,0
7550,pikir agama bela agama tebang pilih allah saksi diri aku ulama ustad kitab suci mu fiksi,0,0,1
7551,anak anak cita cita semangat presiden be emu anak anak sintas kanker istana presiden bogor jawa barat jumat 6 4 sekretariat kabinet pekan,0,0,1
7552,memek rapat memek ngewe ngentot sange bahan coli,0,1,0
7553,kali copot spanduk tangkap pasang konsekuensi buat cela bravo polisi republik indonesia,0,0,1
7554,slogan tipu teriak pancasila indonesia hati komunis,1,0,0
7555,udik bego haha,1,1,0
7556,ujar benci perangkat digital zaman susilo bambang yudhoyono susilo bambang yudhoyono klarifikasi info sesat main tangkap,1,0,0
7557,hidup dipe emukan manusia berengsek biar harga orang,0,1,0
7558,bonek jancuk super er suci indonesia maling goreng jarah warung bonek jancuk maaf racist kuat tahan,1,1,0
7559,hajar jokowi,1,0,0
7560,hati jatuh vonis x9ckafir orang,0,0,1
7561,bolot wkwk tipo,0,1,0
7562,super gubernur indonesia bangga beda kelas gubernur reklamasi bangga bangga cukong 2019 ganti presiden 2019 presiden periode,1,0,0
7563,berengsek berisik genit eh tau deh wkwk,0,1,0
7564,ngentot yuk,0,1,0
7565,informasi 8 99 bukti akurat ri korban imperialisme via proxy info efektif cegah proxy war aws konspirasi global pimpin te inggi,0,0,1
7566,xb2nya organisasi mahasiswa be ahan mempe ahankan ajar karno presiden pe turun tampuk kuasa rejim orde 1967 eksistensi amp konsistensi be ahan lewat,0,0,1
7567,tarik tengok sikap institusi institusi negara tuduh jokowi komunis cina,0,0,1
7568,yaaaelaaaaaa manusia babi dasar,1,1,0
7569,sepe inya efek undang undang md3 bicara suka hati,0,0,1
7570,ustad tukang fitnah tuduh jokowi partai komunis indonesia tangkap,1,0,0
7571,ab usaha keras hasil kerja,0,0,1
7572,kayak jadi autis lucu an inti deh,0,0,1
7573,2 rapat batas presiden publikasi giat selenggara jaka a palembang agustus jokowi pacu promosi asi games ayo promosi asi games 2018,0,0,1
7574,pikir rezim,0,0,1
7575,budaya kat sosial media lampau lampau lately,0,0,1
7576,monyet komunis,1,1,0
7577,bukti valid bahaya virus idiot minum salah satu admin otak henti mulut bicara jari tekan keyboard komputer,0,1,0
7578,dasar bencong,1,1,0
7579,anies sandi produk saracen,1,0,0
7580,taman rezim 2019 rakyat muak 2019 ganti presiden,1,0,0
7581,iya kalah lawan bani taplak wkwk,1,1,0
7582,kunyuk kunyuk heboh prof tambah tumpang gelap pasu nasi campur,0,1,0
7583,tai kucing cina intervensi wilayah kalimantan hati hati gara gara ahok si mulut jamban,1,1,0
7584,kanan keponakan muhammad al fatih hidayat kuliah turki selesai hafal 30 juz wifi bareng gubernur beliau dinas,0,0,1
7585,final lawan bani taplak saksi tonton bareng,0,0,1
7586,takut prabowo sukses jokowi takut prabowo,1,0,0
7587,cosplay milik surai putih miring kepala penasaran bingung putar sebentar sosok asing depan cosplay,0,0,1
7588,alas bakar 7 sekolah dasar palangkaraya perhati amp ada proyek,1,0,0
7589,papua indonesia hijab cadar orang orang wanita yahudi pakai cadar,0,0,1
7590,biaya pilih kepala daerah langsung mahal zulkifli dewan wakil rakyat daerah oke,0,0,1
7591,6922 nwedeeeh ky brother from another memek haha ajar anjing anak paham kirim chat tertawa mulu sakit perut banget open minded friendly kocak sampah idiot suka ngentot pikir memek memek mulu,0,1,0
7592,gubernur pilih hancur buat lihat ahok no 1,1,0,0
7593,dasar antek asing,1,0,0
7594,muka kontol monyet,1,1,0
7595,islam nusantara na inya aku islam cina islam inggris islam hongkong islam nusantara turun islam sunda islam,0,0,1
7596,massa tuntut jaksa tuntas duga korupsi pakai dairi,0,0,1
7597,berat wakil setya novanto dewan wakil rakyat ri pecat setya novanto dewan wakil rakyat ri,1,0,0
7598,tenaga kerja indonesia hongkong takut tenaga kerja indonesia x9cdipengaruhi ustaz ustaz 212 jelang pilih presiden suara suara ln aman,1,0,0
7599,partai komunis indonesia zombi ancam negara satu republik indonesia umat islam ganyang partai komunis indonesia,1,0,0
7600,alas novanto te idur buka musyawarah golkar via,0,0,1
7601,jaga sehat pikir logika 2019 ganti presiden,1,0,0
7602,lgbt bunuh usia 12 jantina mana pilih lahir peluang rahim,0,0,1
7603,refleks sarah cubit pinggang sang adam motor laju cepat alis te aut kesal lantas luncur protes bawa gadis preman pasar idiot,1,1,0
7604,bicara ahmad dhani monyet babi anjing,1,1,0
7605,front bela islam gelar jihad konstitusional lengser jokowi bijak dapat indonesia mohabbatein,1,0,0
7606,biadab kerja cina buang bendera indonesia tanah asing asing tiongkok,1,1,0
7607,johor negeri pesat bangun golong profesional jaga agama,0,0,1
7608,laku bani onta ekstrak tinja ngoaaahahaaaaa salam partai adil sejahtera jahat kelamin syariat,1,1,0
7609,bahasa asing,0,0,1
7610,pepatah cocok jongos nyaring ibul saking sibuk kerja citra dolar roket tablo plonga dongok,1,1,0
7611,ribet sekolah muhammadiyah papua siswa kristen murid paksa pakai jilbab guru jilbab muslimah,0,0,1
7612,p e r gunung pelangi rainbow gunung warna bentuk bukit indah sepe i indonesia suku agama etnik bentuk indonesia beda saji indah harmoni bangsa b a a negara satu republik indonesia bangga,0,0,1
7613,hai ahok pikir kayak wan abut cetek pikir merek islam otak kafir,1,1,0
7614,presiden jokowi sorot iklan asi games media massa minim,0,0,1
7615,tulis twit cebong kelas kakap ikut puluh ribu sayang dongok sial haram jadah men fitnah dasar bangsat,1,1,0
7616,masuk katagori baris dajjal iblis bu suka,1,1,0
7617,biar biar tai kena suka ahok biar kena tai,1,1,0
7618,rindu suha o monggo sebar hoaks serang presiden kayak sebar hoaks serang presiden hilang wkwk,0,0,1
7619,cinta milik orang cinta wkwk kasihan banget suka bilang kayak cinta milik bego,1,1,0
7620,peh cacat weh,0,0,1
7621,abraham samad ogah menteri calon presiden,0,0,1
7622,kepala seksi lindung daya balai layan tempat lindung tenaga kerja indonesia padang valerie chistie faisal si memdampingi tenaga kerja indonesia purna bina balai layan tempat lindung tenaga kerja indonesia padang survei tim nilai badan ekonomi kreatif indonesia,0,0,1
7623,istana asai komunis rakyat lengser jokowi jokowi diktator rakyat tentara nasional indonesia,1,0,0
7624,alas gereja katolik mudah sitir enak udel umat nsy gereja katolik flores kelompok umat usir gereja libat,0,0,1
7625,indobet 365 result japan keluar togel japan rabu 28 maret 2018 result 9 1 0 3 shio monyet nurl,0,0,1
7626,umat nasrani dengar pendeta bicara pilih pimpin kristen pendeta ajar pilih pimpin jujur ayom rakyat jaga negara satu republik indonesia regardless apa agama,0,0,1
7627,jancuk,0,1,0
7628,prabowo kuli indonesia kalah saing,1,0,0
7629,oh iya sekolah mayoritas tionghoa beda tau pribumi 11 12 kepala sekolah pribumi,0,0,1
7630,kamar dagang industri gubernur suka marah marah pilih,0,0,1
7631,bangkai nasib uzur,1,1,0
7632,sila menang sila iri sila saing exo exol but mimpi tinggi juragan presiden korea fan exo anak jokowi fan exo exo lebih lebih pokok wkwk gosa sok saing exo medals mtvbrkpopexo premios mt,0,0,1
7633,teh kasih tb tb ajak omong orang asing minum kopi bioskop orang ajak obrol,0,0,1
7634,yahudi,0,0,1
7635,dongok sepemikiranya gerung kitab suci pakai agama islam agama agama nista,1,1,0
7636,minder ketemu teman sekolah dasar sekolah katolik bagus ajar ajar aktivitas sekolah kalah,0,0,1
7637,np flashback masker rambut bahan mudah tinggal pilih masker alpukat telur santan buah buah lidah buaya serasi,0,0,1
7638,lt lt lt warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut be emu gubernur banten wahidin halim sabtu 21 4 seba baduy 2018,0,0,1
7639,bangsaaat tolol anjing bangsat anjing tolol beloon bego ajggggggggg alay anjing bangsat jablay,1,1,0
7640,giat piket patroli brigadir adik rudi brigadir erik iskandar pam gatur empat tarum timur bong antisipasi berangkat haji situasi aman tenaga kerja asing main lancar,0,0,1
7641,suara bani kampret mati kenyang,1,1,0
7642,ai sontoloyo,1,1,0
7643,defisit mbok dagel to min uang cetak 2 sistem 1 pseudo gold pakai cadang emas defisit defisit 2 uang fiat jamin aset defisit jamin aset,0,0,1
7644,,1,1,0
7645,najis lihat,0,1,0
7646,dosen oi adek armando polisi kait noda agama denny,0,0,1
7647,berengsek anjing ayo ah gila,1,1,0
7648,cc nafsu tenaga,1,0,0
7649,jancuk,0,1,0
7650,cacat ceng,1,1,0
7651,40 jokowi mundur gelar negarawan mustahil be ahan,1,0,0
7652,papah mata picek,1,1,0
7653,jalan indonesia islam indah muslim ajak diskusi,1,0,0
7654,ayat x9cbossku x9cmaju anjing sedap guna sopan ajar,1,1,0
7655,komunis sadah bankrut bro iring perestroika cecep gorbachev,1,0,0
7656,sayang industri oil gas banyak warga asing mana anak melayu,0,0,1
7657,tuju maaf 100 nista agama kitab suci wahyu allah tafsir apa sakit hati peluk agama biar allah ganjar sesuai dasar,0,0,1
7658,iya kasih sipit mata sipit,0,0,1
7659,anjing ahmad dan babi ahmad dhani,1,1,0
7660,batal bangun proyek rencana kerja anggar hambat pe umbuhan ekonomi jambi,0,0,1
7661,harga dapat dapat,0,0,1
7662,news ketua dewan wakil rakyat dorong inspirasi kreatif perintah sesuai budaya pancasila,0,0,1
7663,tau cantik kagum tengku zul kacrut,0,1,0
7664,hehe kampung bah suka banding banding rezim,0,0,1
